location,n,hashtag,covid_period,lon,lat
"West Kootenays, BC",1,Edchat,before,-127.6476206,53.7266683
"West Kootenays, BC Canada",1,Edchat,before,-127.6476206,53.7266683
"West Liberty, KY",1,Edchat,before,-83.2596216,37.9214758
"West Liberty/Muscatine, IA",1,Edchat,before,-91.2637695,41.5700231
"West Long Branch, NJ",1,Edchat,before,-74.0176381,40.2903891
"West Midlands, Europe",1,Edchat,before,-1.829833,52.4750743
West New York,1,Edchat,before,-74.0143064,40.7878788
"West Norwich,Dereham & Norfolk",1,Edchat,before,0.937827,52.68161800000001
"West Ocean City, MD",1,Edchat,before,-75.1068511,38.3315034
West of Greenwich Meridian,1,Edchat,before,-0.0014674,51.4779786
"West of London Ontario, Canada",1,Edchat,before,-81.2452768,42.9849233
West of the Mississippi,1,Edchat,before,-92.21139142634433,38.33490474047736
West Palm Beach,1,Edchat,before,-80.0533746,26.7153424
"West Palm Beach, Florida",1,Edchat,before,-80.0533746,26.7153424
"West Point, NY",1,Edchat,before,-73.95597210000001,41.3914827
"West Point, VA",1,Edchat,before,-76.7963504,37.53153349999999
"West Seattle, WA",1,Edchat,before,-122.3867537,47.5666668
West Suburban Chicago (Aurora),1,Edchat,before,-87.77611809999999,41.8913757
West Sussex/London,1,Edchat,before,-0.4617075,50.9280143
West Texas,1,Edchat,before,-97.0909551,31.8023057
"West Valley City, UT",1,Edchat,before,NA,NA
West Virginia - Appalachia,1,Edchat,before,-80.4549026,38.5976262
West Virginia University,1,Edchat,before,-79.9697147,39.648035900000004
West Windsor-Plainsboro High School South,1,Edchat,before,-74.6197304,40.3059993
"West Wyomissing, PA",1,Edchat,before,-75.9907695,40.3245368
"West Yarmouth, MA",1,Edchat,before,-70.2411312,41.6501114
"West York, PA",1,Edchat,before,-76.7591395,39.9535945
"Westampton, NJ",1,Edchat,before,-74.7922202,40.0205975
"Westbrook, MN",1,Edchat,before,-95.43611279999999,44.0421825
"Westbury, NY",1,Edchat,before,-73.5876273,40.7556561
Westchester County,1,Edchat,before,-73.7948516,41.1220194
Westchester County- New York,1,Edchat,before,-73.7948516,41.1220194
Westchester Illinois,1,Edchat,before,-87.8806738,41.8498339
Westchester/NYC,1,Edchat,before,-73.7948516,41.1220194
Western Academy Beijing,1,Edchat,before,116.5158308,40.0238091
Western Academy of Beijing,1,Edchat,before,116.5158308,40.0238091
Western Canada,1,Edchat,before,NA,NA
"Western Cape, South Africa",1,Edchat,before,21.8568586,-33.2277918
Western Kentucky University,1,Edchat,before,-86.4559991,36.9847153
Western MA,1,Edchat,before,-72.8988069,42.34535839999999
Western NY,1,Edchat,before,-75.3878525,43.3447295
Western Pennsylvania,1,Edchat,before,-77.1945247,41.2033216
"Western Southland, New Zealand",1,Edchat,before,167.6755387,-45.84891589999999
"Western Springs, IL",1,Edchat,before,-87.9006155,41.8097532
"Western University, London, ON",1,Edchat,before,-81.2452768,42.9849233
Western Yell County,1,Edchat,before,-93.5205641,35.0979485
"Western, NY",1,Edchat,before,-75.3878525,43.3447295
"Westerville, Ohio",1,Edchat,before,-82.9318807,40.1266689
"Westfield, IN",1,Edchat,before,-86.1277491,40.0427376
"Westfield, NJ",1,Edchat,before,-74.3473717,40.6589912
"Westford, MA",1,Edchat,before,-71.4378411,42.5792583
"Westhampton, NY",1,Edchat,before,-72.6662075,40.8245437
"Westmead, Sydney",1,Edchat,before,150.9869597,-33.8085661
"Westminster, CA",1,Edchat,before,-117.9897058,33.7591757
"Westminster, CO",1,Edchat,before,-105.0372046,39.8366528
"Weston Ck, Canberra, Australia",1,Edchat,before,149.1310038,-35.2801903
"Weston, Florida",1,Edchat,before,-80.3997748,26.1003654
"Weston, Wisconsin",1,Edchat,before,-89.5476204,44.89080209999999
Westport,1,Edchat,before,-94.5954715,39.0569468
"Westwood, MA",1,Edchat,before,-71.2244987,42.21398730000001
Wetaskiwin Alberta Canada,1,Edchat,before,-113.3660794,52.9688194
"Wewoka, OK",1,Edchat,before,-96.49334569999999,35.1586902
"Wexford, PA",1,Edchat,before,-80.05497679999999,40.6266318
"Weymouth, MA",1,Edchat,before,-70.94103559999999,42.2180724
"Whangarei, New Zealand",1,Edchat,before,174.3165604,-35.7274938
"Wheat Ridge, CO",1,Edchat,before,-105.0772063,39.766098
Wheatland,1,Edchat,before,-121.4230133,39.0098946
"Wheatland, WY",1,Edchat,before,-104.9527501,42.0544141
Wheaton,1,Edchat,before,-88.1070127,41.8661403
"Wheeling, IL",1,Edchat,before,-87.9289591,42.1391927
"When you need me, I must stay",1,Edchat,before,NA,NA
Where Eagles Dare,1,Edchat,before,NA,NA
Where educators lead,1,Edchat,before,NA,NA
Where my hat is,1,Edchat,before,NA,NA
Where my heart is happy,1,Edchat,before,NA,NA
"Where needed, mostly GTA.",1,Edchat,before,NA,NA
Where the FUN happens,1,Edchat,before,NA,NA
Where You Need Me To Be,1,Edchat,before,NA,NA
Wherever 2 ELTers meet!,1,Edchat,before,NA,NA
Wherever people need help..,1,Edchat,before,NA,NA
wherever Spirit leads me,1,Edchat,before,NA,NA
Wherever the learning takes me,1,Edchat,before,NA,NA
Wherever there is cake!,1,Edchat,before,NA,NA
Wherever there's WiFi,1,Edchat,before,NA,NA
"Whitby, ON",1,Edchat,before,-78.94293290000002,43.8975446
"Whitby, ON, Canada",1,Edchat,before,-78.94293290000002,43.8975446
"𝐖𝐡𝐢𝐭𝐛𝐲, 𝐎𝐧𝐭𝐚𝐫𝐢𝐨",1,Edchat,before,-78.94293290000002,43.8975446
"Whitby, Ontario, Canada",1,Edchat,before,-78.94293290000002,43.8975446
"Whitchurch, England",1,Edchat,before,-2.682045,52.968716
"White Bluff, TN",1,Edchat,before,-87.2208409,36.1075593
"White Lake, Mi",1,Edchat,before,-83.4856913,42.6592995
"White River Junction, VT",1,Edchat,before,-72.3192579,43.6489596
"White Rock, British Columbia",1,Edchat,before,-122.802962,49.0253085
White Rock/ Semiahmoo FN,1,Edchat,before,-122.802962,49.0253085
"White Settlement, TX",1,Edchat,before,-97.45909859999999,32.7597739
Whiteburg KY,1,Edchat,before,-82.8268265,37.1184318
Whitecourt,1,Edchat,before,-115.6654225,54.1273952
"Whitecourt, Alberta",1,Edchat,before,-115.6654225,54.1273952
"Whitehorse, Yukon",1,Edchat,before,-135.0568449,60.7211871
"Whitewood, Saskatchewan",1,Edchat,before,-102.2666277,50.329875
"Whittlesea, Victoria",1,Edchat,before,145.1147772,-37.5141982
"WHS, Westborough, MA",1,Edchat,before,-71.6178259,42.2638678
"WI, MN & the World!",1,Edchat,before,-88.7878678,43.7844397
"Wichita Falls, Texas",1,Edchat,before,-98.4933873,33.9137085
"Wicklow, Ireland",1,Edchat,before,-6.044588999999999,52.9808207
"Wien, Österreich",1,Edchat,before,16.3738189,48.2081743
Wilberforce College,1,Edchat,before,-0.2789546,53.774043
"Wildwood, Missouri",1,Edchat,before,-90.6629047,38.582831
"Wildwood, MO",1,Edchat,before,-90.6629047,38.582831
Williams & Treaty 61 Lands,1,Edchat,before,NA,NA
"Williamsburg, KY",1,Edchat,before,-84.15965609999999,36.7434169
"Williamston, NC",1,Edchat,before,-77.0555114,35.8546039
"Williamsville, NY",1,Edchat,before,-78.73780909999999,42.963947
"Williston, VT",1,Edchat,before,-73.099194,44.4454432
"Willmar, MN",1,Edchat,before,-95.048659,45.1223711
"Willow Grove, PA",1,Edchat,before,-75.1157286,40.1439985
Wills Point,1,Edchat,before,-96.0083018,32.7092955
"Wills Point, TX",1,Edchat,before,-96.0083018,32.7092955
"Wilmette, IL",1,Edchat,before,-87.7228384,42.0722513
"Wilmington, Delaware USA",1,Edchat,before,-75.5483909,39.744655
"Wilmington, Delaware, USA",1,Edchat,before,-75.5483909,39.744655
"Wilmington, MA",1,Edchat,before,-71.1724467,42.5481714
"wilmington, nc",1,Edchat,before,-77.8868117,34.2103894
"Wilmington, OH",1,Edchat,before,-83.8285375,39.4453393
"Wilmington, Ohio",1,Edchat,before,-83.8285375,39.4453393
Wilmore KY USA,1,Edchat,before,-84.6616105,37.8620226
"Wilmore, KY",1,Edchat,before,-84.6616105,37.8620226
Wilson,1,Edchat,before,NA,NA
Wilson High School,1,Edchat,before,-77.0770098,38.9496887
"Wilsonville,  Oregon",1,Edchat,before,-122.7726687,45.3029344
"Wilton, New Hampshire, USA",1,Edchat,before,-71.7351077,42.8433943
"Wilton, NH",1,Edchat,before,-71.7351077,42.8433943
Wiltshire UK,1,Edchat,before,-1.9927105,51.3491996
"Wimauma, FL",1,Edchat,before,-82.2982952,27.7124855
Wimmera region - NW Victoria,1,Edchat,before,142.3613378,-36.3131369
"Winchester High School, MA",1,Edchat,before,-71.13433069999999,42.4562911
"Winchester, KY",1,Edchat,before,-84.17965029999999,37.990079
"Winchester, UK",1,Edchat,before,-1.310142,51.059771
"Windham, CT",1,Edchat,before,-72.1570219,41.6998208
Windsor,1,Edchat,before,NA,NA
"Windsor Heights, Iowa",1,Edchat,before,-93.71307329999999,41.6004152
"Windsor, CA",1,Edchat,before,-122.8163802,38.5471327
"Windsor, Nova Scotia",1,Edchat,before,-64.1310364,44.9902861
"Windsor, South East",1,Edchat,before,-83.03636329999999,42.3149367
"Winneconne, WI",1,Edchat,before,-88.7126107,44.1108154
"Winnetka, IL",1,Edchat,before,-87.735895,42.10808340000001
"Winnetka, IL | Hubbard Woods",1,Edchat,before,-87.74286269999999,42.1155652
Winnipeg Manitoba,1,Edchat,before,-97.13837439999999,49.895136
"Winnipeg, Canada & ex-Macao",1,Edchat,before,-97.13837439999999,49.895136
"Winnipeg, Manitoba °Treaty One",1,Edchat,before,-97.17733349999999,49.8852665
"Winnipeg, Manitoba, CA",1,Edchat,before,-97.13837439999999,49.895136
"Winnipeg, MB, Canada",1,Edchat,before,-97.13837439999999,49.895136
"Winona, MN",1,Edchat,before,-91.6663523,44.0553908
"Winooski, VT",1,Edchat,before,-73.1856832,44.491438
Winston-Salem NC,1,Edchat,before,-80.244216,36.09985959999999
"Winston-Salem, NC, USA",1,Edchat,before,-80.244216,36.09985959999999
"Winter Garden, FL",1,Edchat,before,-81.58618469999999,28.5652787
"Winter Garden, FL, USA",1,Edchat,before,-81.58618469999999,28.5652787
"Winter Haven, FL",1,Edchat,before,-81.7328567,28.0222435
"Winter Haven, Florida",1,Edchat,before,-81.7328567,28.0222435
Winter in FL Summer in NY,1,Edchat,before,-74.0059728,40.7127753
"Winter Park, FL",1,Edchat,before,-81.33923519999999,28.5999998
"Winter Park, Florida",1,Edchat,before,-81.33923519999999,28.5999998
"Winter Springs, FL",1,Edchat,before,-81.30812259999999,28.6988853
"Winterville, NC",1,Edchat,before,-77.40107619999999,35.529051
Wisco,1,Edchat,before,-87.687761,41.921774
Wisconsin (Ho-Chunk land),1,Edchat,before,-88.7878678,43.7844397
with Ann Lawrence Utah,1,Edchat,before,-110.9290551,39.295525
With You,1,Edchat,before,NA,NA
Witness Protection,1,Edchat,before,NA,NA
"Wixom, Michigan",1,Edchat,before,-83.5363268,42.5247555
"WJHS in Harvey, LA",1,Edchat,before,-90.0747267,29.9030027
WNY,1,Edchat,before,-74.0143064,40.7878788
Wo?,1,Edchat,before,NA,NA
"Wolfville, Nova Scotia",1,Edchat,before,-64.3598354,45.0917598
"Wollaton, Nottingham",1,Edchat,before,-1.2111547,52.95515229999999
"Wollondilly, NSW, Australia",1,Edchat,before,150.4892292,-34.1108401
Women Empowered in Education,1,Edchat,before,NA,NA
Wonderland,1,Edchat,before,NA,NA
Wonderopolis,1,Edchat,before,NA,NA
"Woodbridge, CT",1,Edchat,before,-73.0084385,41.352597
"Woodbridge, Suffolk",1,Edchat,before,1.312571,52.095481
"Woodbridge, Va",1,Edchat,before,-77.2497049,38.6581722
"Woodbury Center, CT",1,Edchat,before,-73.2090025,41.5445404
"Woodcliff Lake, NJ",1,Edchat,before,-74.06652969999999,41.0234304
Woodcrest Elementary School,1,Edchat,before,NA,NA
"Woodinville, Washington",1,Edchat,before,-122.1634582,47.7542651
"Woodland, CA",1,Edchat,before,-121.7732971,38.67851570000001
"Woodmere, NY",1,Edchat,before,-73.71263139999999,40.6320482
"Woodridge, IL",1,Edchat,before,-88.0503406,41.7469749
"Woods Hole, MA",1,Edchat,before,-70.6730857,41.5264977
"Woodstock, Ny",1,Edchat,before,-74.1181971,42.0409247
"Woodstock, NY",1,Edchat,before,-74.1181971,42.0409247
"Woodstock, ON Canada",1,Edchat,before,-80.74716509999999,43.1314966
"Woodville, Alabama",1,Edchat,before,-86.2744285,34.6278654
"Wooster, Ohio",1,Edchat,before,-81.935143,40.8050565
"Worcester park, London",1,Edchat,before,-0.24468,51.38029
"Worcester, MA / Hellertown, PA",1,Edchat,before,-75.34073459999999,40.57954369999999
"Worcester, Massachusetts",1,Edchat,before,-71.8022934,42.2625932
Worimi #barringtoncoast,1,Edchat,before,NA,NA
Work hard - play equally hard.,1,Edchat,before,NA,NA
"Work in Maryland, Live in PA",1,Edchat,before,-77.1945247,41.2033216
Work: Birmingham,1,Edchat,before,-1.890401,52.48624299999999
World • Metaverse,1,Edchat,before,NA,NA
World of Teaching,1,Edchat,before,NA,NA
world wide web,1,Edchat,before,NA,NA
"World Wide, Alaska, Utah",1,Edchat,before,-111.0937311,39.3209801
World wide!,1,Edchat,before,NA,NA
world-wide,1,Edchat,before,NA,NA
World-Wide,1,Edchat,before,NA,NA
Worldwide #WWTrain,1,Edchat,before,NA,NA
Worldwide 🌎,1,Edchat,before,NA,NA
WORLDWIDE ANYTIME,1,Edchat,before,NA,NA
Worldwide via Atlanta Area,1,Edchat,before,-84.4382721,33.8498184
"Worsley, Manchester",1,Edchat,before,-2.391199,53.50754
"Worthington Schools, Ohio",1,Edchat,before,-83.025396,40.10925410000001
"Worthington, MN",1,Edchat,before,-95.59414360000001,43.6210985
WRDSB,1,Edchat,before,NA,NA
Wrexham,1,Edchat,before,-2.992494,53.04304
"Wright City, MO",1,Edchat,before,-91.0201422,38.8275491
"Wroclaw, Poland",1,Edchat,before,17.0385376,51.1078852
"WSP, MN",1,Edchat,before,-93.10160739999999,44.9160768
Wurundjeri Country,1,Edchat,before,NA,NA
Wurundjeri country | Melbourne,1,Edchat,before,144.9630576,-37.8136276
Wurundjeri Country | Melbourne,1,Edchat,before,144.9630576,-37.8136276
"Wurundjeri Country, Melbourne",1,Edchat,before,144.9630576,-37.8136276
"Wurundjeri Land, Melbourne",1,Edchat,before,144.9630576,-37.8136276
"Wurundjeri Land, Melbourne,Aus",1,Edchat,before,144.8522966,-37.7630953
www.democrats.com,1,Edchat,before,NA,NA
www.joysunbear.com,1,Edchat,before,NA,NA
www.katieannwilson.com,1,Edchat,before,NA,NA
www.trajanscimed.com,1,Edchat,before,NA,NA
www.yummymath.com,1,Edchat,before,-71.3488508,42.3988932
"Wyckoff, NJ",1,Edchat,before,-74.1729106,41.0095316
"Wyndmere, ND",1,Edchat,before,-97.1323098,46.26662719999999
"Wynnewood, PA",1,Edchat,before,-75.273018,39.9995913
Wynot Public Schools,1,Edchat,before,-97.1574784,42.7376742
wyoming,1,Edchat,before,-107.2902839,43.0759678
Wyoming State Library,1,Edchat,before,-104.8216857,41.1439781
"Wyoming, MI",1,Edchat,before,-85.7053085,42.9133602
"Wyomissing, PA",1,Edchat,before,-75.9652117,40.32953699999999
"Xalapa, Ver",1,Edchat,before,-96.91018059999999,19.5437751
Xavier Mansion,1,Edchat,before,NA,NA
"Xenia, OH",1,Edchat,before,-83.9296526,39.6847822
Xicago,1,Edchat,before,-87.6297982,41.8781136
"Yaba CBD, Lagos, Nigeria",1,Edchat,before,3.3710936,6.5095442
Yakama Nation Land,1,Edchat,before,-120.3437262,46.3781695
Yakama Nation Lands,1,Edchat,before,-120.8489815,46.2619033
Yale/New Haven,1,Edchat,before,-72.9278835,41.308274
Yalukit-willam country/ Narrm,1,Edchat,before,NA,NA
"Yarm, England",1,Edchat,before,-1.354759,54.504523
"Yarmouth, Nova Scotia",1,Edchat,before,-66.11738199999999,43.8374576
"Yatton, UK",1,Edchat,before,-2.822503,51.388168
Yay Area,1,Edchat,before,NA,NA
yay area & your podcast app,1,Edchat,before,NA,NA
"YEG, Canada & Australia",1,Edchat,before,-113.5827895,53.30624330000001
"Yellow Springs, OH",1,Edchat,before,-83.88687399999999,39.8064486
"Yellowknife, Northwest Territo",1,Edchat,before,-114.3717886,62.4539717
"Yellowknife, NT, Canada",1,Edchat,before,-114.3717886,62.4539717
"Yelm, WA",1,Edchat,before,-122.6059582,46.9420431
"Yo Mom's House, California",1,Edchat,before,-119.4179324,36.778261
Yokohama city,1,Edchat,before,139.6379639,35.4436739
Yokohama-shi Kanagawa,1,Edchat,before,139.6379639,35.4436739
"Yokosuka-shi, Kanagawa",1,Edchat,before,139.6721655,35.281498
"Yokut Land, California",1,Edchat,before,-119.4179324,36.778261
"Yongin-si, Republic of Korea",1,Edchat,before,127.1775537,37.2410864
"Yonkers, NY",1,Edchat,before,-73.89874689999999,40.9312099
"Yorba Linda, CA",1,Edchat,before,-117.8132571,33.88850350000001
Yorba Linda/OC/CA/USA,1,Edchat,before,-117.8132571,33.88850350000001
York Region ON,1,Edchat,before,-79.4703885,43.9884612
"York Region, ON",1,Edchat,before,-79.4703885,43.9884612
"York Region, ON, Canada",1,Edchat,before,-79.4703885,43.9884612
"York Springs, PA",1,Edchat,before,-77.1137732,40.0072528
York UK,1,Edchat,before,-1.0739108,53.9614205
"York, ME",1,Edchat,before,-70.6482581,43.16174830000001
"York, Nebraska",1,Edchat,before,-97.5920867,40.8673915
"York, Ontario",1,Edchat,before,-79.4503544,43.6956787
"York, Pennsylvania",1,Edchat,before,-76.727745,39.9625984
"Yorkton, Saskatchewan",1,Edchat,before,-102.4739331,51.2174482
"Yorkton, SK, Canada",1,Edchat,before,-102.4739331,51.2174482
"Yorktown Heights, NY",1,Edchat,before,-73.7776336,41.2709274
"Yorktown, VA",1,Edchat,before,-76.5096731,37.2387556
"Yorkville,IL",1,Edchat,before,-88.44729480000001,41.6411409
You can find me in the garden!,1,Edchat,before,NA,NA
Youngstown,1,Edchat,before,-80.6495194,41.0997803
"Youngsville, LA",1,Edchat,before,-91.9901206,30.0996471
Your Local Cosmos,1,Edchat,before,NA,NA
Your Next Inservice!,1,Edchat,before,NA,NA
"Yours Truly, from Texas",1,Edchat,before,-99.9018131,31.9685988
YourWholeBaby.org,1,Edchat,before,NA,NA
"Ypsilanti, Mi",1,Edchat,before,-83.61299389999999,42.2411499
YQR,1,Edchat,before,-104.6559753,50.433712
YRDSB Email DL Request,1,Edchat,before,-79.4712164,43.9995835
"Yreka, CA",1,Edchat,before,-122.6344708,41.7354186
"Yuba City, CA",1,Edchat,before,-121.6169108,39.1404477
Yuggera Land,1,Edchat,before,NA,NA
"Yuma, CO",1,Edchat,before,-102.7252096,40.1222084
YYZ | LAX | MNL | JKT | JNB,1,Edchat,before,-79.6248197,43.67771760000001
"Zachary, LA",1,Edchat,before,-91.1564961,30.64851909999999
"Zanesville, OH",1,Edchat,before,-82.0131924,39.9403453
"Zanesville, Ohio",1,Edchat,before,-82.0131924,39.9403453
Zaragoza & Donostia,1,Edchat,before,-0.8890853,41.6488226
zerowasteweek@gmail.com,1,Edchat,before,NA,NA
Zevilla ciberespaciá,1,Edchat,before,NA,NA
"Zhongshan, China",1,Edchat,before,113.3926,22.5159499
Zirakpur,1,Edchat,before,76.8173359,30.6425496
"Zonguldak, Turkey",1,Edchat,before,31.78938,41.45352099999999
Zoomland,1,Edchat,before,4.3709826,51.4872138
"Zuoz, Switzerland",1,Edchat,before,9.959993299999999,46.6029209
"Zürich, Switzerland",1,Edchat,before,8.541694,47.3768866
Αθήνα - Athens Greece,1,Edchat,before,23.7275388,37.9838096
Ελλάς,1,Edchat,before,21.824312,39.074208
Κύπρος,1,Edchat,before,33.429859,35.126413
"Μεσογείων 151, Μαρούσι",1,Edchat,before,23.819851,38.0401066
"Νέα Ερυθραία, Αθήνα, Ελλάδα.",1,Edchat,before,23.8200477,38.0926493
π,1,Edchat,before,NA,NA
г.Сумы,1,Edchat,before,34.7981,50.9077
Днепропетровск,1,Edchat,before,35.046183,48.464717
"Немањина 11, Београд",1,Edchat,before,20.4602494,44.8062937
"Украина, Днепропетровск",1,Edchat,before,35.046183,48.464717
Україна,1,Edchat,before,31.16558,48.379433
"الغربية, مصر",1,Edchat,before,31.03351,30.8753556
"پنجاب, پاکستان",1,Edchat,before,72.7097161,31.1704063
سوسة تونس,1,Edchat,before,10.634584,35.8245029
مدينة الجبيل الصناعية,1,Edchat,before,NA,NA
ॐ 🇬🇾🗽🇮🇳 ✈️🌎 Gaia,1,Edchat,before,NA,NA
"गाज़ियाबाद, भारत",1,Edchat,before,77.45375779999999,28.6691565
भारत 🇮🇳,1,Edchat,before,78.96288,20.593684
กรุงเทพมหานคร Bangkok,1,Edchat,before,100.5017651,13.7563309
บนดาวอังคาร,1,Edchat,before,98.5950231,16.7301729
"อ.สะเดา, จ.สงขลา",1,Edchat,before,100.3947116,6.6817784
"ᖴᒪOᖇEᑎᑕE, ᗩᒪ",1,Edchat,before,NA,NA
"ᅠ
whencesoever, the west to the north. merely a dryad, even aphrodite begrudges her. the crew swarmed and bowed to her sovereignty. stuck with Y.",1,Edchat,before,NA,NA
おおさかふ,1,Edchat,before,135.5629394,34.6413315
マダムのサロン,1,Edchat,before,NA,NA
中华人民共和国,1,Edchat,before,104.195397,35.86166
"中国, Sudan, Việt Nam, PNW",1,Edchat,before,108.277199,14.058324
"京都市, 日本",1,Edchat,before,135.7681489,35.011564
北海道枝幸郡枝幸町,1,Edchat,before,142.5813978,44.9387043
日本 東京,1,Edchat,before,139.7690174,35.6803997
朝鮮人を飢餓と内乱から救った 日本,1,Edchat,before,138.252924,36.204824
東京都,1,Edchat,before,139.6503106,35.6761919
香港,1,Edchat,before,114.1693611,22.3193039
"Kolkata, India",6,Edchat,during,88.36389500000001,22.572646
"Annapolis, MD",4,Edchat,during,-76.4921829,38.9784453
"Brandon, Manitoba",4,Edchat,during,-99.9500904,49.848471
"Brantford, Ontario",4,Edchat,during,-80.2644254,43.1393867
"Hamburg, Germany",4,Edchat,during,9.9936818,53.5510846
india,4,Edchat,during,78.96288,20.593684
"Columbus, NE",3,Edchat,during,-97.3593904,41.43029730000001
Denver Colorado,3,Edchat,during,-104.990251,39.7392358
Dun Laoghaire-Rathdown,3,Edchat,during,-6.2047205,53.2602149
Girona,3,Edchat,during,2.8214264,41.9794005
"Kerala, India",3,Edchat,during,76.2710833,10.8505159
"Manassas, VA",3,Edchat,during,-77.47526669999999,38.7509488
"Mandurah, Perth (WA)",3,Edchat,during,115.7883073,-32.3456752
Memphis,3,Edchat,during,-90.0489801,35.1495343
OK,3,Edchat,during,NA,NA
"Poway, CA",3,Edchat,during,-117.0358646,32.9628232
"Rajasthan, India",3,Edchat,during,74.21793260000001,27.0238036
Republic of Serbia,3,Edchat,during,21.005859,44.016521
"San Francisco, CA, USA",3,Edchat,during,-122.4194155,37.7749295
Space,3,Edchat,during,NA,NA
日本,3,Edchat,during,138.252924,36.204824
🇰🇪,2,Edchat,during,NA,NA
Ahmedabad,2,Edchat,during,72.5713621,23.022505
"Albuquerque, New Mexico",2,Edchat,during,-106.650422,35.0843859
"Angola, IN",2,Edchat,during,-84.9994088,41.6347726
"Ankara, Türkiye",2,Edchat,during,32.8597419,39.9333635
Antarctica,2,Edchat,during,135,-82.86275189999999
"Atlanta, GA, USA",2,Edchat,during,-84.3879824,33.7489954
"Augusta, Maine",2,Edchat,during,-69.7794897,44.3106241
Barcelona & virtual,2,Edchat,during,2.168568,41.3873974
Bavaria,2,Edchat,during,11.4978895,48.7904472
"Bellingham, Wa",2,Edchat,during,-122.4786854,48.7519112
"Belo Horizonte, Brasil",2,Edchat,during,-43.9386685,-19.919052
"Beloit, WI",2,Edchat,during,-89.03177649999999,42.5083482
"Benin-City, Nigeria",2,Edchat,during,5.6037465,6.334986
"Brampton, Ontario, Canada",2,Edchat,during,-79.7624177,43.7315479
"Brooklyn, NY, USA",2,Edchat,during,-73.9441579,40.6781784
"Bucks County, PA",2,Edchat,during,-75.2479061,40.4107964
Campbell River,2,Edchat,during,-125.2733354,50.03312260000001
"Cape Cod, MA",2,Edchat,during,-70.29624079999999,41.6687897
"Ceuta, España",2,Edchat,during,-5.3213455,35.8893874
"Clare, Ireland",2,Edchat,during,-8.9811351,52.904532
"Corner Brook, NL",2,Edchat,during,-57.95027260000001,48.9489967
"Cottage Grove, MN",2,Edchat,during,-92.9438218,44.8277446
"Culver City, California",2,Edchat,during,-118.3964665,34.0211224
"Dammam, Kingdom of Saudi Arabia",2,Edchat,during,50.088794300000004,26.4206828
"Delaware, OH",2,Edchat,during,-83.067965,40.2986724
"Denton, Texas",2,Edchat,during,-97.13306829999999,33.2148412
"Downey, CA",2,Edchat,during,-118.1331593,33.9401088
"Duarte, CA",2,Edchat,during,-117.9772873,34.1394513
East Yorkshire,2,Edchat,during,-0.4344106,53.8416168
"Fairbanks, AK",2,Edchat,during,-147.7199756,64.8400511
"Florissant, MO",2,Edchat,during,-90.322614,38.789217
"Glenarden, MD",2,Edchat,during,-76.8596944,38.93015339999999
"Glendale, AZ",2,Edchat,during,-112.1859866,33.5386523
"Griffin, GA",2,Edchat,during,-84.2640904,33.2467807
Gurugram,2,Edchat,during,77.0266383,28.4594965
"Hacienda Heights, CA",2,Edchat,during,-117.9686755,33.9930677
"Hagerstown, MD",2,Edchat,during,-77.71999319999999,39.6417629
"Hampshire, England",2,Edchat,during,-1.3080629,51.05769480000001
"Harare, Zimbabwe",2,Edchat,during,31.0492259,-17.8216288
"Hershey, Pennsylvania",2,Edchat,during,-76.65024679999999,40.2859239
"High Point, NC",2,Edchat,during,-80.0053176,35.9556923
India | UAE,2,Edchat,during,53.847818,23.424076
"Iowa City, Iowa",2,Edchat,during,-91.5301683,41.6611277
Islas Canarias,2,Edchat,during,-16.6291304,28.2915637
İstanbul,2,Edchat,during,28.9783589,41.0082376
"Jaipur, Rajasthan",2,Edchat,during,75.7872709,26.9124336
"Kelowna, BC",2,Edchat,during,-119.4960106,49.8879519
"Kelowna, British Columbia",2,Edchat,during,-119.4960106,49.8879519
KY,2,Edchat,during,-84.2700179,37.8393332
Lahore,2,Edchat,during,74.35874729999999,31.5203696
"Lansing, Michigan",2,Edchat,during,-84.5555347,42.732535
"Las Cruces, New Mexico",2,Edchat,during,-106.7636538,32.3199396
"Lebanon, OH",2,Edchat,during,-84.2029922,39.4353373
"Leigh, England",2,Edchat,during,-2.518727,53.496115
"Leitrim, Ireland",2,Edchat,during,-8.06501,53.99019
Lethbridge,2,Edchat,during,-112.8451365,49.6955856
"Lewisburg, PA",2,Edchat,during,-76.8844101,40.9645293
"los angeles, ca",2,Edchat,during,-118.2436849,34.0522342
"Louisville, MS",2,Edchat,during,-89.0550624,33.1237377
"Lowell, MA",2,Edchat,during,-71.31617179999999,42.6334247
Mayo,2,Edchat,during,NA,NA
"Mayo, Ireland",2,Edchat,during,-9.4289369,54.0152604
"Mesa, Arizona",2,Edchat,during,-111.8314724,33.4151843
"Miami, FL, USA",2,Edchat,during,-80.1917902,25.7616798
"Middletown, NY",2,Edchat,during,-74.42293409999999,41.4459271
"Middletown, Ohio",2,Edchat,during,-84.39827629999999,39.5150576
"Midwest, USA",2,Edchat,during,-95.712891,37.09024
"Mineola, NY",2,Edchat,during,-73.64068449999999,40.7492678
"Montevallo, AL",2,Edchat,during,-86.86415579999999,33.1006746
Montréal,2,Edchat,during,-73.567256,45.5016889
"Morgan Hill, CA",2,Edchat,during,-121.6543901,37.1305012
mumbai,2,Edchat,during,72.8776559,19.0759837
"Murrells Inlet, SC",2,Edchat,during,-79.0414261,33.5510021
